대화셋일련번호,고객의도,문장번호,고객질문(요청),개체명 ,지식베이스
A19843,보험계약대출,1,보험계약대출 받으려면 어떻게 하나요?,보험/계약/대출,"계약,법률행위"
A19844,대출 상환,1,보험계약대출은 언제까지 상환해야 하나요?,보험/계약/대출/상환,"계약,변제"
A19845,대출이자,1,보험계약대출 이자 산출 방법은 어떻게 이루어지나요?,보험/계약/대출/이자/산출,"계약,계산"
A19846,담보대출,1,아파트 담보 대출을 받을 수 있나요?,아파트/담보/대출,"담보,금융상품"
A19933,보험계약대출문의,1,보험계약대출이 무엇인가요?,보험계약대출,"보험계약대출,금융상품"
A19934,보험계약대출문의,1,보험상품 중 금리확정형 상품을 알고 싶습니다.,보험상품/금리확정형,"금리확정형,금융상품"
A19935,보험계약대출문의,1,보험계약대출 신청방법은 어떻게 되나요?,보험계약대출/신청방법,"신청방법,금융상품"
A19936,보험계약대출문의,1,000보험사의 보험계약대출을 알고 싶은데 우선 보험계약대출 서비스의 유동성을 알고 싶습니다.,보험계약대출/서비스/유동성,"서비스,금융상품"
A19937,보험계약대출문의,1,보험계약대출 서비스 관련 문의를 하려합니다. 대출원리금이 대출원리금이 해약환급금 초과시 보험계약 해지 위험이 있나요?,보험계약대출/서비스/대출원리금/해약환급금/해지/위험,"서비스,금융서비스"
A19938,보험계약대출문의,1,2017년 보험계약대출채권 비중은 다른 상품에 비해 어떤가요?,보험가계대출채권/비중,"비중,금융상품"
A19939,보험계약대출문의,1,"대한민국에서 00생명,OO보험, 00생명 즉, 상위 3개 보험사가 전체 생명보험 보험계약대출채권의 절반이상을 차지한다는데 정맣이낙요?",생명보험/보험계약대출채권,"보험계약대출채권,금융상품"
A19940,보험계약대출문의,1,보험계약대출과 유사한 서비스‘중도인출’에서 별도의 이자납입을 해야 하나요?,보험계약대출/유사서비스/중도인출/별도/이자납입,"유사서비스,금융상품"
A19941,보험계약대출문의,1,보험계약대출의 개념은 무엇인가요?,보험계약대출,"보험계약대출,금융상품"
A19942,보험계약대출문의,1,"대출금액 즉, 인출금액이 100만원, 대출금리 5.5%이고 중도인출수수료가 없는 경우 추가납입수수료가 1.0%라면 언제부터 중도인출이 보험계약대출보다 유리할까요?",대출금액/인출금액/대출금리/중도인출수수료/추가납입수수료가/중도인출/보험계약대출/유리,"인출금액,금액"
A19943,보험계약대출문의,1,보험약관에 기록된 명칭중에 주피보험자란 누구를 지칭합니까?,보험약관/주피보험자/지칭,"주피보험자,보험자격"
A19944,보험계약대출문의,1,「보험업감독규정」에는 보험계약대출 등 보험약관에 의한 대출은 어디에 명기하도록 되어 있나요?,보험업감독규정/보험계약대출/보험약관/대출/명기,"보험계약대출,법률용어"
A19945,보험계약대출문의,1,보험계약대출에서 적용이율과 가산이율에서 적용이율은 무엇인가요?,보험계약대출/적용이율/가산이율,"적용이율,금융서비스"
A19946,보험계약대출문의,1,소비자상담센터를 운영하는 이유는 무엇인가요?,소비자상담센터/운영/이유,"운영,기관"
A19947,보험계약대출문의,1,위에서 말한 보험계약대출 관련 소비자 피해·불만 상담 사례 중 가장 많은 불만은 무언가요?,보험계약대출/소비/피해/불만 상담/사례,"소비,금융상품"
A19948,보험계약대출문의,1,보험계약대출 서비스 중 단점으로 예기하는 금리확정형 상품에 적용되는 가산금리와 금리연동형 상품에 적용되는 가산금리 중에서 어느 상품의 이자부담이 클 것으로 예상되나요?,보험계약대출/서비스/단점/금리확정형/가산금리/금리연동형/이자/부담,"서비스,금융서비스"
A19949,보험계약대출문의,1,그럼 언제부터 보험사가 연체이자율을 적용하지 않게 된 건가요?,보험사/연체이자/적용,"연체이자,금융서비스"
A19950,보험계약대출문의,1,대출계약에서 신용회복을 신청할 경우는 대출금 전액 상환해야 하나요?,대출계약/신용회복/대출금/전액/상환,"신용회복,금액"
A19951,보험계약대출문의,1,보험사에서 말하는 대출이자의 이자율이 변동되는 경우는 어떤 금리를 적용하나요?,보험사/대출이자/이자율/변동/금리,"대출이자,금융서비스"
A19952,보험계약대출문의,1,000보험사의 보험계약대출은 어떻게 받을 수 있나요?,보험계약대출,"보험계약대출,금융상품"
A19953,보험계약대출문의,1,보험약관대출은 그동안 금융권에서 정보가 공유되지 않아 왔나요?,보험약관대출/정보/공유,"정보,금융상품"
A19954,보험계약대출문의,1,보험계약대출금은 본인계좌로만 송금되나요?,보험계약대출/계좌/송금,"계좌,금융서비스"
A19955,보험계약대출문의,1,보험계약대출 납입 위한 가상계좌와 대출이자를 안내받았는데 가상계좌는 안내일 당일만 사용할 수 있나요?,보험계약대출/가상계좌/대출이자/사용,"가상계좌,금융서비스"
A19956,보험계약대출문의,1,법인 계약자를 위한 보험계약대출 서비스는 어떤게 있나요?,법인/계약자/보험계약대출,"계약자,금융서비스"
A19957,보험계약대출문의,1,계약된 보험계약대출금을 모두 상환했는데 이자가 출금되었습니다. 어떻게 해야 하나요?,보험계약대출금/상환/이자/출금,"상환,금융서비스"
A19958,보험계약대출문의,1,대출 이자 연체 시에 나의 연체정보가 타 금융기관에 공유되나요?,대출이자연체/연체정보/공유,"연체정보,금융서비스"
A19960,담보대출문의,1,아파트담보 대출을 받으려면 어떻게 해야 하나요?,아파트담보대출,"아파트담보대출,금융상품"
A19961,담보대출문의,1,오피스텔은 업무시설이라 주택 규제 대상이 아니기 때문에 대출이 자유롭다고 알고 있는데 대출 받으려는 곳이 오피스텔인지는 어떻게 확인하나요?,오피스텔/규제대상/대출,"규제대상,금융상품"
A19962,담보대출문의,1,아파트 담보대출시 근저당 설정하려는데 방법이 어떻게 되나요?,아파트담보대출/근저당/설정,"근저당,보증"
A19963,담보대출문의,1,본인 신용등급 조회에 대해서 궁금합니다.,본인신용등급조회,"본인신용등급조회,금융서비스"
A19964,담보대출문의,1,대출연체금을 모두 상환해도 개인연체정보기록이 남나요?,대출연체금/상환/개인연체정보기록,"상환,금융상품"
A19965,담보대출문의,1,연체정보를 등록하는 경우 연기가 가능한가요?,연체정보/등록/연기,"등록,금융서비스"
A19966,담보대출문의,1,기한의 이익이란 무엇을 말하나요?,기한의이력,"기한의이력,법률행위"
A20051,연금상품/대출문의,1,국민연금에서 대출 받을 수는 없나요?,국민연금/대출,"대출,금융상품"
A20116,연금보험/약관대출,1,변액연금보험에서 보험계약대출인 약관대출에 대해 알고 싶은데 보험기간중에만 가능한가요? 일시중지 상태에서는 안되나요?,보험계약대출/약관대출,"약관대출,금융상품"
A20117,연금보험/약관대출,1,변액연금보험에서 보험계약대출인 약관대출에서 대출금과 이자 대출상환 방법은 어떻게 되나요?,약관대출/금액범위/이자,"금액범위,이율"
A20118,연금보험/약관대출,1,변액연금보험 중도인출과 약관대출의 차이점이 궁금한데요. 대출운용은 어떻게 하는 건가요?,중도인출/약관대출,"약관대출,금융상품"
A20119,연금보험/약관대출,1,미00셋 loveage 00변액연금보험3의 중도인출은 언제부터 가능한가요?,변액연금보험/중도인출,"중도인출,금융서비스"
A20120,연금보험/약관대출,1,변액연금보험 중도인출에서 인출범위를 알고 싶습니다.,변액연금보험/중도인출/인출범위,"중도인출,영역"
A20200,아파트대출문의,1,아파트 담보 대출을 받으려고 하는데 어떻게 해야 할까요? 아파트 담보 대출의 대출금액은 어떻게 되나요?,아파트/담보/대출,"담보,금융상품"
A20201,아파트대출문의,1,아파트 대출을 받을때 고려해야 할 점은 무엇인가요?,아파트/대출/고려,"대출,금융상품"
A20202,아파트대출문의,1,아파트 대출을 받을때 대출금리에 대한 부분은 어떻게 해야 할까요?,아파트/대출/금리,"대출,이자"
A20203,아파트대출문의,1,아파트 대출 상환방법에서 매년 균등 분할 상환은 무엇을 말하나요?,아파트대출상환방법/매년균등분할상환,"매년균등분할상환,횟수"
A20204,아파트대출문의,1,아파트 대출을 받을때 대출자가 고민해야 할 부분이 무엇일까요?,아파트/대출/대출자/고민,"대출,이용자"
A20205,전세자금대출문의,1,전세자금대출에서 생활자금의 신청요건은 무엇인가요?,전세자금대출/생활자금/신청요건,"생활자금,금융상품"
A20206,주택담보대출문의,1,주택담보대출이 정부의 규제로 심사가 까다로워 진다고 하는데 맞나요?,주택담보대출/정부/규제,"정부,제제"
A20207,주택담보대출문의,1,부동산 대출규제의 핵심은 무엇인가요?,부동산/대출규제/핵심,"대출규제,제제"
A20208,주택담보대출문의,1,나에게 맞는 전세자금대출은 무엇일까요?,전세자금대출,"전세자금대출,금융상품"
A20209,주택담보대출문의,1,저축은행과 캐피탈에서 90%까지 대출을 위해서 대출자가 해야하는 부분은 무엇인가요?,저축은행/캐피탈/90%/대출한도,"캐피탈,규모"
A20210,주택담보대출문의,1,대출이자를 줄이는 가장 좋은 방법은 무엇일까요?,대출이자,"대출이자,이율"
A20211,주택담보대출문의,1,주택담보대출금리 정확한 선택 방법을 알려주세요.,주택담보대출금리 ,"주택담보대출금리,이자"
A20212,주택담보대출문의,1,주택담보대출금리 현황에 대해서 간략히 설명 부탁합니다.,주택담보대출금리,"주택담보대출금리,이자"
A20213,주택담보대출문의,1,금융의 LTV(주택담보대출비율)는 언제 시행되었나요?,LTV/주택담보대출비율/시행,"주택담보대출비율,이자"
A20214,주택담보대출문의,1,DTI(총부채상환비율)는 개인신용평가시스템(CSS)과 비슷한 개념이라는데 설명 가능할까요?,DTI/총부채상환비율/개인신용평가시스템/CSS,"총부채상환비율,개인등급"
A20215,주택담보대출문의,1,LTV(주택담보대출비율)과 DTI(총부채상환비율)은 무엇인가요?,LTV/주택담보대출비율/DTI/총부채상환비율,"주택담보대출비율,이자"
A20216,주택담보대출문의,1,DTI와 LTV 규제완화 정책의 목적에서 2금융권 대출이 늘면서 가계부채의 구조와 질이 악화되고 가계의 이자부담이 증가했는데 당시 수도권이 제일 문제라고 했는데요?,가계부채/구조/질/악화/가계/이자부담/증가,"구조,이율"
A20217,주택담보대출문의,1,DTI와 LTV 규제완화 정책에서 향후 부정적 전망은 무엇일까요?,DTI/LTV/규제완화/정책/부정적전망,"LTV,시책"
A20218,주택담보대출문의,1,손쉬운 주택담보대출금리비교 없을까요?,주택담보대출금리비교,"주택담보대출금리비교,이자"
A20219,주택담보대출문의,1,주택담보대출을 대환해서 금융사를 갈아탄다는 것이 어렵습니다.,주택담보대출/대환/금융사,"대환,기관"
A20220,주택담보대출문의,1,아파트담보대출 최고한도중 최저금리 상품을 찾는데 조언이 필요한데요. 현재 아파트담보대출 한도는 얼마나 가능할까요?,아파트담보대출/최고한도/최저금리,"최고한도,이자"
A20221,주택담보대출문의,1,금융상품에서 햇살론 들어보셨나요? 햇살론이 무엇인지 알려주세요?,금융상품/햇살론,"햇살론,자금"
A20222,주택담보대출문의,1,햇살론 자금목적에 따라 최대한도가 다르다고 하는데 어떻게 다른가요?,햇살론/자금목적/최대한도,"자금목적,목표"
A20223,주택담보대출문의,1,"현재의 주택담보대출 시장, 금리 등이 궁금합니다.",주택담보대출/시장/금리,"시장,이자"
A20224,주택담보대출문의,1,현재 금융권에 적용되는 아파트 담보대출 최저금리가 모든 사람에게 적용되는 것은 아니잫아요?,금융권/적용/아파트/담보대출/최저금리,"적용,부동산"
A20225,주택담보대출문의,1,주택담보대출 받기 전 확인 사항을 알려주세요.,주택담보대출/확인사항,"확인사항,금융상품"
